outlet_id,outlet_type,province,city,wholesaler_region,month,tickets,units,revenue,weekend_revenue,promo_revenue,aov,rev_per_unit,weekend_share,promo_share
O0002,Tavern,Limpopo,Polokwane,Coastal Hub,2025-04,78,783,21916.89,4181.42,21916.89,280.9857692307692,27.990919540229886,0.19078528021083285,1.0
O0002,Tavern,Limpopo,Polokwane,Coastal Hub,2025-05,102,1087,29620.36,13783.550000000001,29620.36,290.3956862745098,27.249641214351428,0.46534039424233875,1.0
O0002,Tavern,Limpopo,Polokwane,Coastal Hub,2025-06,79,755,18961.75,10242.949999999999,18961.75,240.02215189873417,25.114900662251657,0.5401901195828444,1.0
O0002,Tavern,Limpopo,Polokwane,Coastal Hub,2025-07,132,1102,29327.01,11455.090000000002,29327.010000000002,222.17431818181817,26.61253176043557,0.39059863245520093,1.0000000000000002
O0002,Tavern,Limpopo,Polokwane,Coastal Hub,2025-08,83,731,22134.62,9644.3,22134.620000000003,266.6821686746988,30.279917920656633,0.4357111167935117,1.0000000000000002
O0002,Tavern,Limpopo,Polokwane,Coastal Hub,2025-09,87,797,20658.77,7857.19,20658.769999999997,237.4571264367816,25.920664993726476,0.38033193650928876,0.9999999999999998
O0002,Tavern,Limpopo,Polokwane,Coastal Hub,2025-10,76,687,19355.81,9542.039999999999,19355.809999999998,254.6817105263158,28.17439592430859,0.49298066058718276,0.9999999999999998
O0002,Tavern,Limpopo,Polokwane,Coastal Hub,2025-11,108,959,27752.4,12745.43,27752.399999999998,256.9666666666667,28.938894681960377,0.45925505541863043,0.9999999999999999
O0002,Tavern,Limpopo,Polokwane,Coastal Hub,2025-12,150,1464,36968.95,12200.84,36968.95,246.45966666666664,25.252015027322404,0.3300293895282393,1.0
O0003,Liquor Store,Limpopo,Polokwane,South Hub,2025-01,28,193,5498.78,453.84000000000003,5498.78,196.385,28.491088082901552,0.08253467132709438,1.0
O0003,Liquor Store,Limpopo,Polokwane,South Hub,2025-02,25,151,4086.2799999999997,1642.35,4086.2799999999997,163.4512,27.06145695364238,0.4019181260217117,1.0
O0003,Liquor Store,Limpopo,Polokwane,South Hub,2025-03,55,371,11024.25,3594.6300000000006,11024.250000000002,200.4409090909091,29.714959568733153,0.326065718756378,1.0000000000000002
O0003,Liquor Store,Limpopo,Polokwane,South Hub,2025-04,51,303,8847.4,3376.84,8847.4,173.478431372549,29.199339933993397,0.38167597260212044,1.0
O0003,Liquor Store,Limpopo,Polokwane,South Hub,2025-05,47,317,8657.9,3409.97,8657.9,184.21063829787232,27.311987381703467,0.39385647789879763,1.0
O0003,Liquor Store,Limpopo,Polokwane,South Hub,2025-06,58,369,10432.84,1751.63,10432.839999999998,179.87655172413793,28.273279132791327,0.16789579826777754,0.9999999999999998
O0003,Liquor Store,Limpopo,Polokwane,South Hub,2025-07,52,345,9554.45,1646.11,9554.449999999997,183.7394230769231,27.694057971014495,0.17228725881657236,0.9999999999999997
O0003,Liquor Store,Limpopo,Polokwane,South Hub,2025-08,53,277,7996.42,3629.65,7996.419999999999,150.87584905660378,28.867942238267148,0.4539093744450642,0.9999999999999999
O0003,Liquor Store,Limpopo,Polokwane,South Hub,2025-09,66,408,12400.48,6152.5599999999995,12400.480000000001,187.8860606060606,30.39333333333333,0.49615498754886905,1.0000000000000002
O0003,Liquor Store,Limpopo,Polokwane,South Hub,2025-10,34,237,6338.03,2567.1800000000003,6338.03,186.41264705882352,26.742742616033755,0.40504383854289117,1.0
O0003,Liquor Store,Limpopo,Polokwane,South Hub,2025-11,58,339,9090.8,2721.31,9090.800000000001,156.73793103448276,26.816519174041296,0.2993476921723061,1.0000000000000002
O0003,Liquor Store,Limpopo,Polokwane,South Hub,2025-12,41,231,7480.8,1108.37,7480.8,182.45853658536586,32.384415584415585,0.14816196128756282,1.0
O0004,Liquor Store,Eastern Cape,Mdantsane,North Hub,2025-01,38,231,6816.76,2953.36,6816.759999999999,179.38842105263157,29.50978354978355,0.43324981369448246,0.9999999999999999
O0004,Liquor Store,Eastern Cape,Mdantsane,North Hub,2025-02,38,231,6558.69,3371.8200000000006,6558.690000000001,172.59710526315789,28.3925974025974,0.514099614404706,1.0000000000000002
O0004,Liquor Store,Eastern Cape,Mdantsane,North Hub,2025-03,36,204,6285.24,2756.75,6285.24,174.59,30.81,0.4386069585250524,1.0
O0004,Liquor Store,Eastern Cape,Mdantsane,North Hub,2025-04,69,465,13198.16,3207.1499999999996,13198.16,191.2776811594203,28.383139784946238,0.24299978178776432,1.0
O0004,Liquor Store,Eastern Cape,Mdantsane,North Hub,2025-05,63,420,11416.67,4930.660000000001,11416.669999999998,181.21698412698413,27.182547619047618,0.4318825016401456,0.9999999999999999
O0004,Liquor Store,Eastern Cape,Mdantsane,North Hub,2025-06,55,399,10682.94,1933.09,10682.939999999999,194.23527272727273,26.774285714285714,0.18095112394153667,0.9999999999999998
O0004,Liquor Store,Eastern Cape,Mdantsane,North Hub,2025-07,44,335,9295.3,3443.35,9295.300000000001,211.25681818181818,27.747164179104477,0.3704398997342743,1.0000000000000002
O0004,Liquor Store,Eastern Cape,Mdantsane,North Hub,2025-08,29,201,5872.38,2992.12,5872.380000000001,202.49586206896552,29.215820895522388,0.5095242474090573,1.0000000000000002
O0004,Liquor Store,Eastern Cape,Mdantsane,North Hub,2025-09,49,284,7924.8,2557.52,7924.800000000001,161.73061224489797,27.904225352112675,0.32272360185746013,1.0000000000000002
O0004,Liquor Store,Eastern Cape,Mdantsane,North Hub,2025-10,44,310,9008.72,1609.06,9008.720000000001,204.74363636363634,29.060387096774193,0.1786113898533865,1.0000000000000002
O0004,Liquor Store,Eastern Cape,Mdantsane,North Hub,2025-11,84,530,15616.199999999999,6650.96,15616.199999999999,185.90714285714284,29.46452830188679,0.4259013076164496,1.0
O0004,Liquor Store,Eastern Cape,Mdantsane,North Hub,2025-12,43,260,7583.18,2275.91,7583.179999999999,176.35302325581395,29.166076923076925,0.30012606848314294,0.9999999999999999
O0005,Tavern,Limpopo,Polokwane,Coastal Hub,2025-01,94,939,25677.5,1055.12,25677.499999999996,273.1648936170213,27.345580404685837,0.041091227728556126,0.9999999999999999
O0005,Tavern,Limpopo,Polokwane,Coastal Hub,2025-02,60,524,13358.77,5348.3099999999995,13358.77,222.6461666666667,25.493835877862598,0.40035946423211116,1.0
O0005,Tavern,Limpopo,Polokwane,Coastal Hub,2025-03,84,794,22049.61,7832.2,22049.61,262.49535714285713,27.77028967254408,0.35520809665114256,1.0
O0005,Tavern,Limpopo,Polokwane,Coastal Hub,2025-04,78,624,18747.86,8761.509999999998,18747.859999999997,240.3571794871795,30.04464743589744,0.4673338717058906,0.9999999999999998
O0005,Tavern,Limpopo,Polokwane,Coastal Hub,2025-05,106,947,25376.2,11102.689999999999,25376.2,239.39811320754717,26.796409714889123,0.4375237427195561,1.0
O0005,Tavern,Limpopo,Polokwane,Coastal Hub,2025-06,84,815,23039.7,4069.65,23039.699999999997,274.28214285714284,28.26957055214724,0.1766364145366476,0.9999999999999999
O0005,Tavern,Limpopo,Polokwane,Coastal Hub,2025-07,85,732,22134.25,7471.800000000001,22134.250000000004,260.40294117647056,30.23804644808743,0.33756734472593386,1.0000000000000002
O0005,Tavern,Limpopo,Polokwane,Coastal Hub,2025-08,110,1026,27374.51,12328.019999999999,27374.51,248.8591818181818,26.680808966861598,0.4503466911371199,1.0
O0005,Tavern,Limpopo,Polokwane,Coastal Hub,2025-09,129,1128,31228.57,14424.919999999998,31228.57,242.0819379844961,27.684902482269504,0.4619142022833578,1.0
O0005,Tavern,Limpopo,Polokwane,Coastal Hub,2025-10,103,836,23009.22,8340.05,23009.22000000001,223.39048543689321,27.52299043062201,0.36246556815050657,1.0000000000000002
O0005,Tavern,Limpopo,Polokwane,Coastal Hub,2025-11,110,1030,28142.39,16783.35,28142.390000000003,255.8399090909091,27.322708737864076,0.5963725895348618,1.0000000000000002
O0005,Tavern,Limpopo,Polokwane,Coastal Hub,2025-12,56,443,12446.68,3936.57,12446.68,222.26214285714286,28.096343115124153,0.31627470136614744,1.0
O0006,Tavern,KwaZulu-Natal,Durban,South Hub,2025-01,79,735,20451.89,12327.6,20451.890000000003,258.8846835443038,27.825700680272107,0.6027609184285658,1.0000000000000002
O0006,Tavern,KwaZulu-Natal,Durban,South Hub,2025-02,76,727,19522.94,4360.870000000001,19522.940000000002,256.8807894736842,26.85411279229711,0.22337158235388732,1.0000000000000002
O0006,Tavern,KwaZulu-Natal,Durban,South Hub,2025-03,101,878,27155.15,8662.36,27155.149999999994,268.8628712871287,30.928416856492028,0.3189951077419937,0.9999999999999998
O0006,Tavern,KwaZulu-Natal,Durban,South Hub,2025-04,64,502,14740.41,8281.710000000001,14740.41,230.31890625,29.363366533864543,0.5618371537833752,1.0
O0006,Tavern,KwaZulu-Natal,Durban,South Hub,2025-05,33,344,8741.27,2729.21,8741.27,264.8869696969697,25.410668604651164,0.31222122185906626,1.0
O0006,Tavern,KwaZulu-Natal,Durban,South Hub,2025-06,83,805,18872.62,6043.13,18872.620000000003,227.38096385542167,23.444248447204966,0.3202062034842009,1.0000000000000002
O0006,Tavern,KwaZulu-Natal,Durban,South Hub,2025-07,74,589,17709.09,6965.99,17709.09,239.31202702702703,30.066366723259762,0.39335674503884727,1.0
O0006,Tavern,KwaZulu-Natal,Durban,South Hub,2025-08,89,757,22593.13,13591.099999999999,22593.129999999997,253.85539325842697,29.8456142668428,0.601558969474349,0.9999999999999999
O0006,Tavern,KwaZulu-Natal,Durban,South Hub,2025-09,74,639,19619.86,6275.77,19619.860000000004,265.13324324324327,30.704006259780908,0.3198682355531589,1.0000000000000002
O0006,Tavern,KwaZulu-Natal,Durban,South Hub,2025-10,81,647,18651.51,5671.189999999999,18651.510000000002,230.26555555555552,28.827681607418853,0.30406063637742997,1.0000000000000002
O0006,Tavern,KwaZulu-Natal,Durban,South Hub,2025-11,130,985,30255.35,13058.910000000002,30255.350000000002,232.73346153846154,30.716091370558374,0.4316231674728602,1.0000000000000002
O0006,Tavern,KwaZulu-Natal,Durban,South Hub,2025-12,85,806,20917.46,4949.08,20917.459999999995,246.08776470588234,25.952183622828784,0.23660042854151508,0.9999999999999998
O0007,Liquor Store,Eastern Cape,Mdantsane,North Hub,2025-01,28,157,4431.05,1656.1799999999998,4431.05,158.25178571428572,28.223248407643315,0.3737669401157739,1.0
O0007,Liquor Store,Eastern Cape,Mdantsane,North Hub,2025-02,70,440,12064.07,3227.3099999999995,12064.069999999998,172.34385714285713,27.418340909090908,0.2675141971158987,0.9999999999999999
O0007,Liquor Store,Eastern Cape,Mdantsane,North Hub,2025-03,59,428,11354.12,3132.21,11354.119999999999,192.4427118644068,26.528317757009347,0.2758655008049941,0.9999999999999999
O0007,Liquor Store,Eastern Cape,Mdantsane,North Hub,2025-04,47,271,7658.78,3396.0499999999997,7658.78,162.95276595744681,28.261180811808117,0.44341918686788234,1.0
O0007,Liquor Store,Eastern Cape,Mdantsane,North Hub,2025-05,61,381,11822.55,4650.34,11822.550000000003,193.8122950819672,31.03031496062992,0.3933449213579135,1.0000000000000002
O0007,Liquor Store,Eastern Cape,Mdantsane,North Hub,2025-06,56,350,8239.58,3084.58,8239.580000000002,147.13535714285715,23.541657142857144,0.3743613145330223,1.0000000000000002
O0007,Liquor Store,Eastern Cape,Mdantsane,North Hub,2025-07,54,312,8964.25,2079.87,8964.25,166.00462962962962,28.731570512820515,0.23201829489360515,1.0
O0007,Liquor Store,Eastern Cape,Mdantsane,North Hub,2025-08,28,135,3923.8,1726.5500000000004,3923.7999999999997,140.1357142857143,29.065185185185186,0.44001987868902603,0.9999999999999999
O0007,Liquor Store,Eastern Cape,Mdantsane,North Hub,2025-09,38,209,6189.98,457.94000000000005,6189.98,162.8942105263158,29.61712918660287,0.07398085292682692,1.0
O0007,Liquor Store,Eastern Cape,Mdantsane,North Hub,2025-10,66,426,10966.81,2921.11,10966.81,166.16378787878787,25.743685446009387,0.2663591326921867,1.0
O0007,Liquor Store,Eastern Cape,Mdantsane,North Hub,2025-11,84,602,16206.08,8699.429999999998,16206.08,192.9295238095238,26.920398671096347,0.5368003860279598,1.0
O0007,Liquor Store,Eastern Cape,Mdantsane,North Hub,2025-12,53,375,9700.79,3039.69,9700.79,183.03377358490567,25.868773333333337,0.3133445832762074,1.0
O0008,Tavern,Limpopo,Polokwane,North Hub,2025-01,83,691,18204.82,2414.3700000000003,18204.82,219.33518072289155,26.34561505065123,0.13262256918772064,1.0
O0008,Tavern,Limpopo,Polokwane,North Hub,2025-02,73,669,18567.46,10089.029999999999,18567.46,254.34876712328767,27.75405082212257,0.5433715758644424,1.0
O0008,Tavern,Limpopo,Polokwane,North Hub,2025-03,83,717,17999.26,8583.13,17999.26,216.85855421686745,25.103570432357042,0.4768601598065698,1.0
O0008,Tavern,Limpopo,Polokwane,North Hub,2025-04,117,970,30013.31,3181.96,30013.309999999998,256.5240170940171,30.94155670103093,0.10601829654909771,0.9999999999999999
O0008,Tavern,Limpopo,Polokwane,North Hub,2025-05,93,806,21821.86,1420.75,21821.859999999997,234.6436559139785,27.074267990074443,0.06510673242335896,0.9999999999999998
O0008,Tavern,Limpopo,Polokwane,North Hub,2025-06,89,756,20393.46,8467.960000000001,20393.46,229.14,26.97547619047619,0.4152291960265694,1.0
O0008,Tavern,Limpopo,Polokwane,North Hub,2025-07,91,860,22192.1,12035.09,22192.100000000002,243.86923076923074,25.804767441860463,0.5423141568395962,1.0000000000000002
O0008,Tavern,Limpopo,Polokwane,North Hub,2025-08,87,676,20588.95,11565.02,20588.95,236.65459770114944,30.457026627218937,0.5617100434942044,1.0
O0008,Tavern,Limpopo,Polokwane,North Hub,2025-09,65,584,15260.539999999999,6955.32,15260.539999999999,234.77753846153846,26.131061643835615,0.45577155198964125,1.0
O0008,Tavern,Limpopo,Polokwane,North Hub,2025-10,75,706,18126.91,5685.729999999999,18126.91,241.69213333333335,25.675509915014164,0.31366239474902224,1.0
O0008,Tavern,Limpopo,Polokwane,North Hub,2025-11,128,1182,32337.170000000002,16879.999999999996,32337.170000000002,252.63414062500001,27.358011844331642,0.5219999152677861,1.0
O0008,Tavern,Limpopo,Polokwane,North Hub,2025-12,89,738,22223.75,13795.519999999997,22223.75,249.70505617977528,30.113482384823847,0.6207557230440406,1.0
O0009,Liquor Store,Gauteng,Tembisa,Coastal Hub,2025-01,34,234,6554.05,1589.06,6554.050000000001,192.76617647058825,28.008760683760684,0.24245466543587552,1.0000000000000002
O0009,Liquor Store,Gauteng,Tembisa,Coastal Hub,2025-02,47,302,8045.4800000000005,2283.23,8045.4800000000005,171.1804255319149,26.64066225165563,0.28379040156709107,1.0
O0009,Liquor Store,Gauteng,Tembisa,Coastal Hub,2025-03,48,283,7931.18,3985.51,7931.18,165.23291666666668,28.025371024734984,0.5025116060914013,1.0
O0009,Liquor Store,Gauteng,Tembisa,Coastal Hub,2025-04,56,370,10904.44,1302.55,10904.439999999999,194.72214285714287,29.47145945945946,0.11945134275579487,0.9999999999999998
O0009,Liquor Store,Gauteng,Tembisa,Coastal Hub,2025-05,36,247,7135.15,1774.72,7135.150000000001,198.1986111111111,28.887246963562752,0.24872917878390785,1.0000000000000002
O0009,Liquor Store,Gauteng,Tembisa,Coastal Hub,2025-06,49,274,8346.19,3095.38,8346.19,170.3304081632653,30.460547445255475,0.3708734164930345,1.0
O0009,Liquor Store,Gauteng,Tembisa,Coastal Hub,2025-07,75,472,12999.0,2607.51,12999.0,173.32,27.540254237288135,0.2005931225478883,1.0
O0009,Liquor Store,Gauteng,Tembisa,Coastal Hub,2025-08,64,438,11437.7,4242.3,11437.7,178.7140625,26.113470319634704,0.3709049896395254,1.0
O0009,Liquor Store,Gauteng,Tembisa,Coastal Hub,2025-09,51,335,9664.960000000001,4398.72,9664.96,189.50901960784316,28.850626865671643,0.4551203522828858,0.9999999999999998
O0009,Liquor Store,Gauteng,Tembisa,Coastal Hub,2025-10,59,366,10532.48,5474.469999999999,10532.48,178.5166101694915,28.77726775956284,0.5197702725284074,1.0
O0009,Liquor Store,Gauteng,Tembisa,Coastal Hub,2025-11,83,498,13004.01,3786.1699999999996,13004.01,156.67481927710844,26.112469879518073,0.2911540363318699,1.0
O0009,Liquor Store,Gauteng,Tembisa,Coastal Hub,2025-12,43,269,6989.6,3074.42,6989.599999999999,162.54883720930232,25.983643122676582,0.4398563580176262,0.9999999999999999
O0010,Liquor Store,Western Cape,Khayelitsha,South Hub,2025-01,51,334,9566.51,1015.1500000000001,9566.509999999998,187.5786274509804,28.642245508982036,0.1061149781895383,0.9999999999999998
O0010,Liquor Store,Western Cape,Khayelitsha,South Hub,2025-02,29,185,4623.39,2200.89,4623.390000000001,159.42724137931035,24.991297297297297,0.4760338193403541,1.0000000000000002
O0010,Liquor Store,Western Cape,Khayelitsha,South Hub,2025-03,43,211,6790.44,1849.5700000000002,6790.4400000000005,157.91720930232557,32.18218009478673,0.2723785203904313,1.0000000000000002
O0010,Liquor Store,Western Cape,Khayelitsha,South Hub,2025-04,66,435,12104.09,3753.34,12104.09,183.39530303030304,27.825494252873565,0.31008857336652323,1.0
O0010,Liquor Store,Western Cape,Khayelitsha,South Hub,2025-05,29,199,5686.36,3410.96,5686.359999999999,196.08137931034483,28.57467336683417,0.5998494643321914,0.9999999999999999
O0010,Liquor Store,Western Cape,Khayelitsha,South Hub,2025-06,57,409,11360.25,3857.6199999999994,11360.25,199.30263157894737,27.77567237163814,0.3395717523822098,1.0
O0010,Liquor Store,Western Cape,Khayelitsha,South Hub,2025-07,49,357,9045.67,2411.88,9045.67,184.60551020408164,25.33801120448179,0.26663364902765635,1.0
O0010,Liquor Store,Western Cape,Khayelitsha,South Hub,2025-08,57,312,9373.64,4480.74,9373.640000000001,164.4498245614035,30.043717948717948,0.478014944034548,1.0000000000000002
O0010,Liquor Store,Western Cape,Khayelitsha,South Hub,2025-09,57,316,9572.14,1814.08,9572.140000000001,167.93228070175437,30.291582278481012,0.18951665980648005,1.0000000000000002
O0010,Liquor Store,Western Cape,Khayelitsha,South Hub,2025-10,30,217,5274.68,3121.9900000000002,5274.68,175.82266666666666,24.307281105990786,0.5918823511568474,1.0
O0010,Liquor Store,Western Cape,Khayelitsha,South Hub,2025-11,85,521,15237.46,6965.140000000001,15237.459999999997,179.26423529411764,29.246564299424183,0.4571063681217212,0.9999999999999999
O0010,Liquor Store,Western Cape,Khayelitsha,South Hub,2025-12,56,402,10711.68,6186.11,10711.68,191.28,26.64597014925373,0.5775107172731074,1.0
O0011,Supermarket,KwaZulu-Natal,Umlazi,North Hub,2025-01,31,195,5448.25,1885.85,5448.249999999999,175.75,27.93974358974359,0.34613866837975493,0.9999999999999998
O0011,Supermarket,KwaZulu-Natal,Umlazi,North Hub,2025-02,33,253,7432.46,1498.5300000000002,7432.459999999999,225.2260606060606,29.377312252964426,0.20161965217438105,0.9999999999999999
O0011,Supermarket,KwaZulu-Natal,Umlazi,North Hub,2025-03,33,243,6612.93,1763.8900000000003,6612.929999999999,200.3918181818182,27.213703703703704,0.2667335054204415,0.9999999999999999
O0011,Supermarket,KwaZulu-Natal,Umlazi,North Hub,2025-04,18,111,2883.21,715.73,2883.2099999999996,160.17833333333334,25.974864864864866,0.24824067619077347,0.9999999999999999
O0011,Supermarket,KwaZulu-Natal,Umlazi,North Hub,2025-05,36,249,6089.51,3123.86,6089.509999999999,169.15305555555557,24.45586345381526,0.5129903719675311,0.9999999999999999
O0011,Supermarket,KwaZulu-Natal,Umlazi,North Hub,2025-06,39,253,6891.95,2879.77,6891.95,176.71666666666667,27.24090909090909,0.41784545738143775,1.0
O0011,Supermarket,KwaZulu-Natal,Umlazi,North Hub,2025-07,42,299,8051.3,1968.8300000000002,8051.300000000001,191.69761904761904,26.92742474916388,0.2445356650478805,1.0000000000000002
O0011,Supermarket,KwaZulu-Natal,Umlazi,North Hub,2025-08,29,192,5615.3099999999995,3285.0600000000004,5615.3099999999995,193.6313793103448,29.246406249999996,0.5850184584644482,1.0
O0011,Supermarket,KwaZulu-Natal,Umlazi,North Hub,2025-09,45,322,8468.75,2551.35,8468.749999999998,188.19444444444446,26.300465838509318,0.3012664206642066,0.9999999999999998
O0011,Supermarket,KwaZulu-Natal,Umlazi,North Hub,2025-10,22,198,5682.39,1439.46,5682.39,258.29045454545457,28.698939393939394,0.2533194659289489,1.0
O0011,Supermarket,KwaZulu-Natal,Umlazi,North Hub,2025-11,50,427,11695.67,3584.5600000000004,11695.67,233.9134,27.39032786885246,0.3064860756160186,1.0
O0011,Supermarket,KwaZulu-Natal,Umlazi,North Hub,2025-12,22,151,4468.7,1244.29,4468.7,203.12272727272727,29.594039735099336,0.278445632958131,1.0
O0012,Bottle Store,Gauteng,Soweto,South Hub,2025-01,36,269,7219.41,2174.01,7219.41,200.53916666666666,26.83795539033457,0.3011340261877356,1.0
O0012,Bottle Store,Gauteng,Soweto,South Hub,2025-02,33,195,5919.61,1680.21,5919.61,179.3821212121212,30.35697435897436,0.28383795554099006,1.0
O0012,Bottle Store,Gauteng,Soweto,South Hub,2025-03,21,96,2904.33,1580.87,2904.33,138.30142857142857,30.2534375,0.5443148678008353,1.0
O0012,Bottle Store,Gauteng,Soweto,South Hub,2025-04,44,321,9079.07,3461.72,9079.070000000002,206.3425,28.283707165109032,0.3812857484301806,1.0000000000000002
O0012,Bottle Store,Gauteng,Soweto,South Hub,2025-05,67,463,13011.59,3820.9500000000003,13011.59,194.20283582089553,28.10278617710583,0.29365742388132426,1.0
O0012,Bottle Store,Gauteng,Soweto,South Hub,2025-06,38,250,6585.53,2582.5299999999997,6585.53,173.30342105263156,26.342119999999998,0.392152188206568,1.0
O0012,Bottle Store,Gauteng,Soweto,South Hub,2025-07,43,251,7995.18,3287.8100000000004,7995.179999999999,185.93441860465117,31.85330677290837,0.4112240124675117,0.9999999999999999
O0012,Bottle Store,Gauteng,Soweto,South Hub,2025-08,47,270,7990.74,3692.310000000001,7990.74,170.01574468085107,29.595333333333333,0.4620736001922226,1.0
O0012,Bottle Store,Gauteng,Soweto,South Hub,2025-09,41,257,6827.99,3371.18,6827.99,166.53634146341463,26.56805447470817,0.49372948700862185,1.0
O0012,Bottle Store,Gauteng,Soweto,South Hub,2025-10,41,308,9581.56,4022.58,9581.560000000001,233.69658536585365,31.108961038961038,0.41982516416950894,1.0000000000000002
O0012,Bottle Store,Gauteng,Soweto,South Hub,2025-11,43,265,7226.05,3722.33,7226.05,168.04767441860466,27.26811320754717,0.5151265214051937,1.0
O0012,Bottle Store,Gauteng,Soweto,South Hub,2025-12,48,256,8173.76,5850.770000000001,8173.76,170.28666666666666,31.92875,0.7157990936851585,1.0
O0013,Supermarket,KwaZulu-Natal,Pietermaritzburg,South Hub,2025-01,29,222,5492.86,1207.3100000000002,5492.860000000001,189.40896551724137,24.74261261261261,0.21979624457932667,1.0000000000000002
O0013,Supermarket,KwaZulu-Natal,Pietermaritzburg,South Hub,2025-02,27,153,4678.23,2851.7200000000003,4678.2300000000005,173.26777777777775,30.576666666666664,0.6095724237585584,1.0000000000000002
O0013,Supermarket,KwaZulu-Natal,Pietermaritzburg,South Hub,2025-03,24,136,4147.64,2056.77,4147.64,172.81833333333336,30.497352941176473,0.4958892285733573,1.0
O0013,Supermarket,KwaZulu-Natal,Pietermaritzburg,South Hub,2025-04,37,230,7054.61,154.59,7054.61,190.66513513513513,30.672217391304347,0.02191333043215713,1.0
O0013,Supermarket,KwaZulu-Natal,Pietermaritzburg,South Hub,2025-05,41,296,8139.9,2205.62,8139.9,198.5341463414634,27.49966216216216,0.27096401675696263,1.0
O0013,Supermarket,KwaZulu-Natal,Pietermaritzburg,South Hub,2025-06,37,294,8908.75,4767.070000000001,8908.75,240.77702702702703,30.30187074829932,0.5350997614704645,1.0
O0013,Supermarket,KwaZulu-Natal,Pietermaritzburg,South Hub,2025-07,46,398,10079.82,5786.319999999999,10079.82,219.12652173913042,25.326180904522612,0.5740499334313508,1.0
O0013,Supermarket,KwaZulu-Natal,Pietermaritzburg,South Hub,2025-08,16,114,3233.91,249.13,3233.91,202.119375,28.367631578947368,0.07703677591522337,1.0
O0013,Supermarket,KwaZulu-Natal,Pietermaritzburg,South Hub,2025-09,51,335,9030.26,3687.5400000000004,9030.26,177.06392156862745,26.956,0.40835369081288914,1.0
O0013,Supermarket,KwaZulu-Natal,Pietermaritzburg,South Hub,2025-10,23,177,4855.89,0.0,4855.89,211.12565217391307,27.434406779661018,0.0,1.0
O0013,Supermarket,KwaZulu-Natal,Pietermaritzburg,South Hub,2025-11,36,247,6775.78,2401.64,6775.78,188.2161111111111,27.432307692307692,0.354444801926863,1.0
O0013,Supermarket,KwaZulu-Natal,Pietermaritzburg,South Hub,2025-12,62,411,11320.04,3990.4999999999995,11320.039999999997,182.58129032258066,27.542676399026767,0.352516422203455,0.9999999999999997
O0014,Supermarket,KwaZulu-Natal,Durban,Coastal Hub,2025-01,34,216,6207.69,3172.8399999999997,6207.69,182.5791176470588,28.739305555555553,0.5111144403151575,1.0
